Vehicle,Route,B,Day,Stop No,Main Location,Secondary Location,Postcode,Freq,Easting,Northing,Arrive,Depart,Stop Duration,Stop Time,Stop Time dec,ID
HMOB,H23,2nd & 4th,Tuesday,7,Over,Hilton Street,CB24 5PU,twice monthly,537582.8,270207.88,154000000,163000000,5000000,5000000,0.833333,257
HMOB,H24,4th,Wednesday,1,Ellington,Mermaid Pub,PE28 0AD,monthly,518035,271826,100000000,103000000,3000000,3000000,0.5,258
HMOB,H24,4th,Wednesday,2,Grafham,Breach Road,PE28 0BA,monthly,516146.31,269220.2,104000000,110500000,2500000,2500000,0.416667,259
HMOB,H24,4th,Wednesday,3,Perry,Chichester Way,PE28 0BS,monthly,514860.65,266915.17,111500000,120500000,5000000,5000000,0.833333,260
HMOB,H24,4th,Wednesday,4,Hail Weston,Orchard Close,PE19 5LF,monthly,516450,262264,122500000,124500000,2000000,2000000,0.333333,261
HMOB,H24,4th,Wednesday,5,Great Staughton,The Causeway,PE19 4DA,monthly,512980.44,264626.29,140000000,143000000,3000000,3000000,0.5,262
HMOB,H24,2nd & 4th,Wednesday,6,Kimbolton,Stow Road (Newtown),PE28 0HX,twice monthly,509804,268416,144500000,160000000,11500000,11500000,1.25,263
HMOB,H24,2nd & 4th,Wednesday,7,Kimbolton,Castle Gardens,PE28 0JF,twice monthly,509658.85,267965.24,161500000,165000000,3500000,3500000,0.583333,264
HMOB,H25,4th,Thursday,1,Godmanchester,Old Court Hall,PE29 2HA,monthly,524502.15,270320.72,100000000,102000000,2000000,2000000,0.333333,265
HMOB,H25,4th,Thursday,2,Godmanchester,"Oaktree Court, West St.",PE29 2LZ,monthly,524287.03,270296.58,103000000,105500000,2500000,2500000,0.416667,266
HMOB,H25,4th,Thursday,3,Swavesey,Thistle Green,CB24 4SA,monthly,536149.97,268639.25,112000000,115000000,3000000,3000000,0.5,267
HMOB,H25,4th,Thursday,4,Longstanton,The Dale,CB24 3DH,monthly,539770.02,266492.71,120000000,122000000,2000000,2000000,0.333333,268
HMOB,H25,4th,Thursday,5,Longstanton,Prentice Close,CB24 3DY,monthly,539652.11,266797.22,122500000,125000000,2500000,2500000,0.416667,269
HMOB,H25,4th,Thursday,6,Lolworth,The Green,CB23 8HH,monthly,536679.76,264100.68,142000000,145000000,3000000,3000000,0.5,270
HMOB,H25,2nd & 4th,Thursday,7,Fenstanton,"Headlands, Tythe Piece.",PE28 9LR,twice monthly,532174,268312,151500000,154500000,3000000,3000000,0.5,271
HMOB,H25,2nd & 4th,Thursday,8,Fenstanton,Chapel Green,PE28 9JQ,twice monthly,531810,268761,155000000,162000000,3000000,3000000,0.5,272
MMOB,M2,1st,Tuesday,1,March,Elliott Lodge,PE15 8BP,monthly,540551.2,297187,94500000,101000000,2500000,2500000,0.416667,273
MMOB,M2,1st,Tuesday,2,March,Shaftesbury Court,PE15 9DG,monthly,542191.52,296123.21,102000000,105000000,3000000,3000000,0.5,274
MMOB,M2,1st,Tuesday,3,March,Upwell Park,PE15 0DR,monthly,542836.69,296047.75,105500000,111500000,2000000,2000000,0.333333,275
MMOB,M2,1st,Tuesday,4,March,Fleming Court,PE15 9BH,monthly,542515.43,296484.44,113000000,114500000,1500000,1500000,0.25,276
MMOB,M2,1st,Tuesday,5,Christchurch,Lay-by,SG8 7NT,monthly,549380.14,296648.32,121500000,124500000,3000000,3000000,0.5,277
MMOB,M2,1st,Tuesday,6,Manea,Festival Close,PE15 0HD,monthly,548066.17,289892.97,140000000,142500000,2500000,2500000,0.416667,278
MMOB,M2,1st,Tuesday,7,Manea,Station Road,PE15 0HJ,monthly,547967.81,289773.74,143000000,154000000,11000000,11000000,1.16667,279
MMOB,M2,1st,Tuesday,8,Manea,High Street,PE15 0JA,monthly,548015.91,289445.05,154500000,161500000,3000000,3000000,0.5,280
MMOB,M3,1st,Wednesday,1,Haddenham,Camping Close,CB6 3UA,monthly,546453,275141.57,101500000,113000000,11500000,11500000,1.25,281
MMOB,M3,1st,Wednesday,2,Aldreth,High Street,CB6 3PQ,monthly,544548.53,273420.75,114000000,120000000,2000000,2000000,0.333333,282
MMOB,M3,1st,Wednesday,3,Wilburton,Littlefield Close,CB6 3RU,monthly,548412.3,275342.9,121500000,130000000,4500000,4500000,0.75,283
MMOB,M3,1st,Wednesday,4,Stretham,Cambridge Road,CB6 3LW,monthly,550809.75,274323.2,133000000,134500000,1500000,1500000,0.25,284
MMOB,M3,1st,Wednesday,5,Stretham,Meadowcroft,CB6 3JY,monthly,551492.63,274452.85,135000000,141500000,2500000,2500000,0.416667,285
MMOB,M3,1st,Wednesday,6,Stretham,Hazel Court,CB6 3LY,monthly,551379.59,274759.41,142000000,144000000,2000000,2000000,0.333333,286
MMOB,M3,1st,Wednesday,7,Mepal,Post Office,CB6 2AW,monthly,544244.9,280830.53,151500000,160000000,4500000,4500000,0.75,287
MMOB,M4,1st,Thursday,1,Murrow,School,PE13 4HD,monthly,537440.67,306477.74,100000000,104000000,4000000,4000000,0.666667,288
MMOB,M4,1st,Thursday,2,Parson Drove,Payne School,PE13 4JD,monthly,537073,308535,105000000,121500000,12500000,12500000,1.41667,289
MMOB,M4,1st,Thursday,3,Murrow,"Front Road, Paddocks",PE13 4JQ,monthly,537417.97,306981.25,122500000,124000000,1500000,1500000,0.25,290
MMOB,M4,1st,Thursday,4,Wimblington,King Street,PE15 0QF,monthly,541681.51,292525.09,142500000,144500000,2000000,2000000,0.333333,291
MMOB,M4,1st,Thursday,5,Doddington,26 Newgate,PE15 0SR,monthly,539629.62,290390.12,145500000,151000000,1500000,1500000,0.25,292
MMOB,M4,1st,Thursday,6,Doddington,Clock Tower,PE15 0TG,monthly,540057.25,290771.64,152000000,155000000,3000000,3000000,0.5,293
MMOB,M4,1st,Thursday,7,Doddington,Child Lane,PE15 0TG,monthly,540375.12,290778.43,160000000,162000000,2000000,2000000,0.333333,294
MMOB,M5,1st,Friday,1,Whittlesey,St Mary’s House,PE7 1BG,monthly,526845.42,297345.45,94500000,101500000,3000000,3000000,0.5,295
MMOB,M5,1st,Friday,2,Whittlesey,Sudbury Court,PE7 1RY,monthly,526722.46,297690.25,102000000,104500000,2500000,2500000,0.416667,296
MMOB,M5,1st,Friday,3,Whittlesey,Palmers Court,PE7 1TA,monthly,527697.57,296725.1,105500000,111500000,2000000,2000000,0.333333,297
MMOB,M5,1st,Friday,4,Coldham,Lay-by,PE14 0ND,monthly,543476.15,302873.9,114500000,120000000,1500000,1500000,0.25,298
MMOB,M5,1st,Friday,5,Friday Bridge,"17 Mill Way, off The Stitch",PE14 0HZ,monthly,547130.27,305180.33,121500000,123500000,2000000,2000000,0.333333,299
MMOB,M5,1st,Friday,6,Friday Bridge,The School,PE14 0HG,monthly,546517.13,304682.84,133000000,141500000,4500000,4500000,0.75,300
MMOB,M5,1st,Friday,7,Elm,31 Friday Bridge Road,PE14 0AS,monthly,546929.83,306273.44,142500000,145000000,2500000,2500000,0.416667,301
MMOB,M5,1st,Friday,8,Elm,The Dale,PE14 0BP,monthly,546705.07,306891.91,150000000,151500000,1500000,1500000,0.25,302
MMOB,M5,1st,Friday,9,Elm,Roseberry Road,PE14 0AN,monthly,547100.44,306359.17,152000000,154500000,2500000,2500000,0.416667,303
MMOB,M5,1st,Friday,10,Elm,Church Hall,PE14 0AF,monthly,547008.49,306974.6,155000000,161000000,2000000,2000000,0.333333,304
MMOB,M9,2nd & 4th,Tuesday,1,Sutton,Brooklands Centre,CB6 2QQ,twice monthly,544184.33,279033.29,100000000,120000000,20000000,20000000,2,305
MMOB,M9,2nd,Tuesday,2,Stuntney,Nr Social Centre,CB7 5TL,monthly,555592.03,278043.69,123000000,130000000,3000000,3000000,0.5,306
MMOB,M9,2nd,Tuesday,3,Little Thetford,Church,CB6 3HA,monthly,553145.08,276310.8,140000000,141500000,1500000,1500000,0.25,307
MMOB,M9,2nd & 4th,Tuesday,4,Witchford,West End,CB6 2HP,twice monthly,549605.64,278796.82,144500000,152000000,2000000,2000000,0.333333,308
MMOB,M9,2nd & 4th,Tuesday,5,Witchford,Victoria Gardens,CB6 2XB,twice monthly,549902.4,278907.84,152500000,160000000,4500000,4500000,0.75,309
MMOB,M10,2nd,Wednesday,1,Wisbech,Rose Lodge,PE13 3EP,monthly,547078.14,311095.94,102500000,105500000,3000000,3000000,0.5,310
MMOB,M10,2nd,Wednesday,2,Wisbech,Oasis Centre,PE13 3NR,monthly,546592.3,310946.89,110000000,120000000,10000000,10000000,1,311
MMOB,M10,2nd,Wednesday,3,Wisbech,Orchard House,PE13 2JF,monthly,546911,309146,133000000,140000000,3000000,3000000,0.5,312
MMOB,M10,2nd,Wednesday,4,Wisbech,Edina Court,PE13 1RL,monthly,545534.1,309938.71,141500000,144500000,3000000,3000000,0.5,313
MMOB,M10,2nd,Wednesday,5,Wisbech,Fenland Village,PE13 3JY,monthly,546012.29,311205.23,150000000,153000000,3000000,3000000,0.5,314
MMOB,M10,2nd,Wednesday,6,Wisbech,Osborne Park,PE13 3JY,monthly,545936.6,311272.3,153500000,160000000,2500000,2500000,0.416667,315
MMOB,M11,2nd,Thursday,1,Benwick,Chapel Gardens,PE15 0XH,monthly,534261.83,290372.98,100500000,102500000,2000000,2000000,0.333333,316
MMOB,M11,2nd,Thursday,2,Benwick,Village Hall,PE15 0XH,monthly,534310.28,290133.41,103000000,104500000,1500000,1500000,0.25,317
MMOB,M11,2nd,Thursday,3,Ramsey Forty Foot,Phone Box,PE26 2XN,monthly,530657.64,287886.2,110000000,111500000,1500000,1500000,0.25,318
MMOB,M11,2nd,Thursday,4,Ramsey,Mill House,PE17 1EP,monthly,528928.06,285291.42,113000000,115500000,2500000,2500000,0.416667,319
MMOB,M11,2nd,Thursday,5,Abbots Ripton,School,PE28 2LT,monthly,523071.22,278129.31,133000000,140000000,3000000,3000000,0.5,320
MMOB,M11,2nd,Thursday,6,Wood Walton,Public House/ New Road,PE28 2AG,monthly,521439.33,280873.14,141500000,143000000,1500000,1500000,0.25,321
MMOB,M11,2nd,Thursday,7,Conington,"Lay-by, Church Road.",PE7 3QL,monthly,517532.71,285895.7,144500000,151000000,2500000,2500000,0.416667,322
MMOB,M11,2nd,Thursday,8,Holme,Holmewood,PE7 3PG,monthly,518603.9,287755.45,152000000,154500000,2500000,2500000,0.416667,323
MMOB,M12/26,2nd & 4th,Friday,1,Rings End,March Road,PE13 4DA,twice monthly,539796.11,302458.87,94500000,100500000,2000000,2000000,0.333333,324
MMOB,M12/26,2nd & 4th,Friday,2,Bunkers Hill,Lay-by,PE13 4SQ,twice monthly,540775.1,307104.76,101500000,103500000,2000000,2000000,0.333333,325
MMOB,M12/26,2nd & 4th,Friday,3,Wisbech St Mary,Church Road,PE13 4RY,twice monthly,542060.72,308163.59,104500000,112500000,4000000,4000000,0.666667,326
MMOB,M12/26,2nd & 4th,Friday,4,Leverington,Dowgate Road,PE13 5DJ,twice monthly,544948.76,310647.64,114000000,115500000,1500000,1500000,0.25,327
MMOB,M12/26,2nd & 4th,Friday,5,Leverington Common,Pear Tree Crescent,PE13 5AY,twice monthly,544016.43,310755.54,120000000,121500000,1500000,1500000,0.25,328
MMOB,M12/26,2nd & 4th,Friday,6,Leverington,Richmond Way,PE13 5JX,twice monthly,544221.64,311663.43,133500000,140000000,2500000,2500000,0.416667,329
MMOB,M12/26,2nd & 4th,Friday,7,Leverington,Popes Lane,PE13 5BD,twice monthly,543832.08,311784.78,140500000,142500000,2000000,2000000,0.333333,330
MMOB,M12/26,2nd & 4th,Friday,8,Wisbech St Mary,Cannon Close,PE13 4RD,twice monthly,541720.05,307925.77,144000000,154500000,10500000,10500000,1.08333,331
MMOB,M12/26,2nd & 4th,Friday,9,Guyhirn,Chapelfield,PE13 4EE,twice monthly,540176.65,303962.28,160000000,161500000,1500000,1500000,0.25,332
MMOB,M16,3rd,Tuesday,1,Upwood,Public House,PE26 2QE,monthly,525939.81,282757.43,93500000,100000000,2500000,2500000,0.416667,333
MMOB,M16,3rd,Tuesday,2,Great Raveley,Spindlewood Lodge,PE28 2QX,monthly,525296,281352,100500000,101500000,1000000,1000000,0.166667,334
MMOB,M16,3rd,Tuesday,3,Wistow,T junction,PE28 2QA,monthly,527821.32,281055.79,103000000,104500000,1500000,1500000,0.25,335
MMOB,M16,3rd,Tuesday,4,Ramsey Heights,Council Houses,PE26 2RJ,monthly,525323.6,285685.73,110000000,112500000,2500000,2500000,0.416667,336
MMOB,M16,3rd,Tuesday,5,Ramsey St Mary’s,School,PE26 2TG,monthly,525574.79,288498.2,113000000,121500000,4500000,4500000,0.75,337
MMOB,M16,3rd,Tuesday,6,Ramsey Mereside,Marriots Drove,PE26 2TY,monthly,528426.45,289280.17,122500000,125500000,3000000,3000000,0.5,338
MMOB,M16,3rd,Tuesday,7,Farcet,School,PE7 3AR,monthly,520468,294725,144500000,153000000,4500000,4500000,0.75,339
MMOB,M16,3rd,Tuesday,8,Farcet,Main Street,PE7 3DB,monthly,520429.96,294583.47,154000000,161500000,3500000,3500000,0.583333,340
MMOB,M17,3rd,Wednesday,1,Tydd St Giles,Hockland Road,PE13 5LF,monthly,542616.1,315935.23,101500000,111000000,5500000,5500000,0.916667,341
MMOB,M17,3rd,Wednesday,2,Tydd St Giles,Kinderley School,PE13 5LG,monthly,542461.21,316636.62,111500000,120000000,4500000,4500000,0.75,342
MMOB,M17,3rd,Wednesday,3,Newton (Fenland),Goodens Lane,PE13 5HQ,monthly,543838.98,314729.9,121500000,123500000,2000000,2000000,0.333333,343
MMOB,M17,3rd,Wednesday,4,Gorefield,School,PE13 4NB,monthly,541924.74,311918.31,144500000,154000000,5500000,5500000,0.916667,344
MMOB,M17,3rd,Wednesday,5,Gorefield,Post Office Stores,PE13 4PG,monthly,541531.9,312057.16,154500000,160000000,1500000,1500000,0.25,345
MMOB,M17,3rd,Wednesday,6,Gorefield,Mill Height,PE13 4PJ,monthly,541132.83,312126.9,160500000,162500000,2000000,2000000,0.333333,346
MMOB,M18,3rd,Thursday,1,Doddington,"Doddington Court, Sanctuary Housing.",PE15 0WD,monthly,539565,290941,124500000,131500000,3000000,3000000,0.5,347
MMOB,M18,3rd,Thursday,2,Chatteris,Lyons Court,PE16 6PB,monthly,539043.7,286400.4,133000000,140000000,3000000,3000000,0.5,348
MMOB,M18,3rd,Thursday,3,Chatteris,Quaker Way,PE16 6NJ,monthly,539046.37,285839.56,141000000,143000000,2000000,2000000,0.333333,349
MMOB,M18,3rd,Thursday,4,Coates,The Green,PE7 2BJ,monthly,530779.51,297641.95,151500000,155000000,3500000,3500000,0.583333,350
MMOB,M18,3rd,Thursday,5,Coates,Grounds Way,PE7 2BS,monthly,531063.01,297637.05,155500000,161500000,2000000,2000000,0.333333,351
MMOB,M19,3rd,Friday,1,Littleport,Beach Court,CB6 1JG,monthly,556071.8,286886.53,104000000,111000000,3000000,3000000,0.5,352
MMOB,M19,3rd,Friday,2,Littleport,Anchor Court,CB6 1NL,monthly,557152.52,286608.62,112000000,114000000,2000000,2000000,0.333333,353
MMOB,M19,3rd,Friday,3,Littleport,New Orchard Park,CB6 1LT,monthly,557424.08,286551.68,114500000,121000000,2500000,2500000,0.416667,354
MMOB,M19,3rd,Friday,4,Black Horse Drove,Community Centre,CB6 1EG,monthly,559658.15,291617.17,123000000,125000000,2000000,2000000,0.333333,355
MMOB,M19,3rd,Friday,5,Chettisham,The Hamlet,CB6 1SB,monthly,554815.8,283010.25,134500000,141500000,3000000,3000000,0.5,356
MMOB,M19,3rd,Friday,6,Pymoor,Main Street,CB6 2DY,monthly,549704.62,286312.79,143000000,144500000,1500000,1500000,0.25,357
MMOB,M19,3rd,Friday,7,Little Downham,Village Hall,CB6 2SX,monthly,552562.06,284116.77,150000000,154500000,4500000,4500000,0.75,358
MMOB,M23,2nd & 4th,Tuesday,1,Sutton,Brooklands Centre,CB6 2QQ,twice monthly,544184.33,279033.29,100000000,120000000,20000000,20000000,2,359
MMOB,M23,4th,Tuesday,2,Prickwillow,Old Phone box,CB7 4UN,monthly,559407,282456,123500000,125500000,2000000,2000000,0.333333,360
MMOB,M23,4th,Tuesday,3,Queen Adeliade,Village,CB7 4SH,monthly,556382,281459,130500000,132500000,2000000,2000000,0.333333,361
MMOB,M23,2nd & 4th,Tuesday,4,Witchford,West End,CB6 2HP,twice monthly,549605.64,278796.82,144500000,152000000,2000000,2000000,0.333333,362
MMOB,M23,2nd & 4th,Tuesday,5,Witchford,Victoria Gardens,CB6 2XB,twice monthly,549902.4,278907.84,152500000,160000000,4500000,4500000,0.75,363
MMOB,M24,4th,Wednesday,1,Stilton,Primary School,PE7 3RF,monthly,515957,289288,93000000,101500000,14500000,14500000,1.75,364
MMOB,M24,4th,Wednesday,2,Folksworth,Elm Rd [near No.57],PE7 3SX,monthly,514562.78,289655.51,103000000,105000000,2000000,2000000,0.333333,365
MMOB,M24,4th,Wednesday,3,Stibbington,Roman Drive,PE8 6LL,monthly,508608,298733,111000000,113000000,2000000,2000000,0.333333,366
MMOB,M24,4th,Wednesday,4,Elton,"Bus Stop, Middle St/Overend",PE8 6RY,monthly,508941.39,293762.88,114500000,121500000,3000000,3000000,0.5,367
MMOB,M24,4th,Wednesday,5,Chesterton,"Lay-by, 43 Oundle Way",PE7 3UA,monthly,512430.49,295140.46,135000000,140500000,1500000,1500000,0.25,368
MMOB,M24,4th,Wednesday,6,Alwalton,Lay by,PE7 3GA,monthly,513507,295805,141000000,145000000,4000000,4000000,0.666667,369
MMOB,M24,4th,Wednesday,7,Stilton,The Talbot,PE7 3RA,monthly,516250.45,289371.4,151000000,160000000,5000000,5000000,0.833333,370
MMOB,M25,4th,Thursday,1,Molesworth,Telephone Kiosk,PE28 0QF,monthly,507425.57,275864.65,111500000,114000000,2500000,2500000,0.416667,371
MMOB,M25,4th,Thursday,2,Bythorn,"Old School, School Lane.",PE28 0QS,monthly,505781,275857,115000000,120500000,1500000,1500000,0.25,372
MMOB,M25,4th,Thursday,3,Brington,Church Lane,PE28 5AE,monthly,508367.98,275688.58,121500000,124000000,2500000,2500000,0.416667,373
MMOB,M25,4th,Thursday,4,Old Weston,Village Hall car park.,PE28 5LL,monthly,509984.9,277471.15,133500000,140000000,2500000,2500000,0.416667,374
MMOB,M25,4th,Thursday,5,Leighton Bromswold,The Avenue,PE28 5AW,monthly,511297.43,275442.97,141000000,142500000,1500000,1500000,0.25,375
MMOB,M25,4th,Thursday,6,Buckworth,"Bus Shelter, Barham Road.",PE28 5AN,monthly,514771.53,276704.27,144000000,150000000,2000000,2000000,0.333333,376
MMOB,M12/26,2nd & 4th,Friday,1,Rings End,March Road,PE13 4DA,twice monthly,539796.11,302458.87,94500000,100500000,2000000,2000000,0.333333,377
MMOB,M12/26,2nd & 4th,Friday,2,Bunkers Hill,Lay-by,PE13 4SQ,twice monthly,540775.1,307104.76,101500000,103500000,2000000,2000000,0.333333,378
MMOB,M12/26,2nd & 4th,Friday,3,Wisbech St Mary,Church Road,PE13 4RY,twice monthly,542060.72,308163.59,104500000,112500000,4000000,4000000,0.666667,379
MMOB,M12/26,2nd & 4th,Friday,4,Leverington,Dowgate Road,PE13 5DJ,twice monthly,544948.76,310647.64,114000000,115500000,1500000,1500000,0.25,380
MMOB,M12/26,2nd & 4th,Friday,5,Leverington Common,Pear Tree Crescent,PE13 5AY,twice monthly,544016.43,310755.54,120000000,121500000,1500000,1500000,0.25,381
MMOB,M12/26,2nd & 4th,Friday,6,Leverington,Richmond Way,PE13 5JX,twice monthly,544221.64,311663.43,133500000,140000000,2500000,2500000,0.416667,382
MMOB,M12/26,2nd & 4th,Friday,7,Leverington,Popes Lane,PE13 5BD,twice monthly,543832.08,311784.78,140500000,142500000,2000000,2000000,0.333333,383
MMOB,M12/26,2nd & 4th,Friday,8,Wisbech St Mary,Cannon Close,PE13 4RD,twice monthly,541720.05,307925.77,144000000,154500000,10500000,10500000,1.08333,384
MMOB,M12/26,2nd & 4th,Friday,9,Guyhirn,Chapelfield,PE13 4EE,twice monthly,540176.65,303962.28,160000000,161500000,1500000,1500000,0.25,385
